"shop_id","name","alias","province","city","city_pinyin","city_id","area","big_cate","big_cate_id","small_cate","small_cate_id","address","business_area","phone","hours","avg_price","stars","photos","description","tags","map_type","original_latitude","original_longitude","google_longitude","google_latitude","navigation","traffic","atmosphere","characteristics","payment","product_rating","environment_rating","service_rating","all_remarks","very_good_remarks","good_remarks","common_remarks","bad_remarks","very_bad_remarks","recommended_dishes","nearby_shops","is_chains","group_info","card_info"
"10007383","镰仓PASTA(泰康路店)","","上海","上海","shanghai","1","卢湾区","美食","10","西餐","g116","徐家汇路618号日月光广场1楼(近泰康路)","打浦桥","021-64268309","","62","4.0","http://i1.dpfile.com/pc/3ebc996622236b002492454021ad1553/38022768_m.jpg","","意大利菜,打浦桥,可以刷卡,无线上网,情侣约会,朋友聚餐,随便吃吃,休闲小憩,有露天位,家庭聚会,有景观位","7","31.20758","121.46895","121.46895","31.20758","上海餐厅>>卢湾区>>打浦桥>>西餐>>意大利菜>>镰仓PASTA(泰康路店)","","","","","8.1","8.2","8.3","375","70","144","97","25","12","羊角包,镰仓风味肉酱意面,海胆鲑鱼子意面,三文鱼墨鱼奶油意面,龙虾汤,土豆沙拉,墨鱼彩蔬意面,牛尾汤,寿喜锅意大利面,鸡肉培根意大利面,脆虾墨鱼奶油意面,焦糖布丁,纳豆秋葵意面,烤三文鱼番茄意面,墨鱼奶油意面,菌菇浓汤,帝王蟹蕃茄意面,芒果牛奶雪花冰,海鲜沙拉,和风圣代,面包,青口扇贝罗勒意面,海胆xx面！,鲑鱼子意面,抹茶红豆雪花冰","","1","",""
"10007677","侬家大院","","浙江","宁波","ningbo","11","海曙区","美食","10","宁波江浙","g101","气象路(农工商超市后面)","西门口","0574-87168777","10:30-20：30","40","0.0","http://i2.dpfile.com/pc/6779b0dce5ea0f175788fd22be5bbfbc/37283215_m.jpg","","农家菜,西门口","7","29.86063","121.52447","121.52447","29.86063","宁波餐厅>>海曙区>>西门口>>宁波江浙>>农家菜>>侬家大院","","","","","","","","18","0","1","1","0","0","招牌仔排,糯米青蟹,糯米蚧","","0","",""
"10007701","必胜客(新都荟店)","Pizza Hut","广东","广州","guangzhou","4","海珠区","美食","10","西餐","g116","东晓南路1290号海珠新都荟广场(近地铁东晓南站)","东晓南","020-84151599","","50","3.5","http://i2.dpfile.com/pc/20bb8c41c90da55e5ad59ae4d81d83cf/39119647_m.jpg","","比萨,东晓南,有下午茶,随便吃吃","7","23.07304","113.2923","113.2923","23.07304","广州餐厅>>海珠区>>东晓南>>西餐>>比萨>>必胜客(新都荟店)","","","下午茶","","7.0","7.7","7.0","40","3","6","12","5","7","抹茶雪域蛋糕,抹茶芝士慕斯蛋糕,经典意式肉酱面,冰柠檬红茶,鸡茸蘑菇汤,布法罗香鸡翅,焦糖玛奇朵,酥皮雪花牛肉芝心,芝士焗大虾","","1","",""
"10007821","许大牛海鲜烧烤","泥炉烤肉、炒菜","辽宁","沈阳","shenyang","18","铁西区","美食","10","朝韩料理","g114","兴工南街16号2门（兴工南街小五路）(欢唱后身)","铁西广场","024-31419257,18624055757","10:00 - 22:00","79","0.0","http://i3.dpfile.com/pc/6f881b5b610c1fd771c69e4dddb428f0/28138961_m.jpg","","朝韩料理,铁西广场","7","41.78835","123.38169","123.38169","41.78835","沈阳餐厅>>铁西区>>铁西广场>>朝韩料理>>许大牛海鲜烧烤","","","","","","","","13","1","0","0","0","0","许大牛,大扇贝,冷面,烤扇贝","","0","￥99 - 价值201元！ 许大牛海鲜烧烤4人套餐;￥56 - 价值111元！ 许大牛海鲜烧烤双人套餐2选1;￥39 - 价值50元！ 许大牛海鲜烧烤代金券1张",""
"10007836","大宝披萨","","天津","天津","tianjin","10","河东区","美食","10","西餐","g116","八纬路丰盛园1号楼4门102室(音乐学院对面)","大直沽","022-84316550,18698122338","9:30-19:30","30","2.0","http://i3.dpfile.com/pc/91ae0fecf2885667767db67caff93e42/28484714_m.jpg","","比萨,大直沽,可送外卖,无线上网,休闲小憩","7","39.11522","117.23449","117.23449","39.11522","天津餐厅>>河东区>>大直沽>>西餐>>比萨>>大宝披萨","","","外送","","5.6","5.9","6.1","25","0","1","2","0","0","奥尔良披萨,黑椒牛肉披萨,薯条,洋葱圈,甜蜜蜜披萨","","0","￥49 - 价值75元！ 大宝披萨双人圣诞套餐2选1;￥89 - 价值160元！ 大宝披萨3-4人圣诞套餐",""
"10007873","武圣烤羊腿","","北京","北京","beijing","2","朝阳区","美食","10","小吃快餐","g112","农光路沙板庄小学西侧50米(武圣路火车头西行150米路北)","劲松/潘家园","13051306943","下午17:30-02:00","71","4.5","http://i1.dpfile.com/pc/60f81919ebdeec7de05e484a8d280c38/30572523_m.jpg","","烧烤,劲松/潘家园,朋友聚餐,无线上网,有露天位,免费停车,供应夜宵,随便吃吃,休闲小憩,家庭聚会","7","39.88216","116.4653","116.4653","39.88216","北京餐厅>>朝阳区>>劲松/潘家园>>小吃快餐>>烧烤>>武圣烤羊腿","","","免费停车","","8.4","8.0","8.7","99","28","27","7","1","0","烤羊腿,烤扇贝,炸土豆片,绝味土豆片,秘制鸡翅,秘制排骨,烤韭菜,大肉串,大肉筋,烤生蚝,烤茄子,烤鸡胗,秘制酸梅汤,烤鱼豆腐,皮蛋豆腐,土豆丝,麻辣鸡脖,烤香菇,烤鸡翅,烤腰子,烤羊排,大腰子,羊腿,鸡胗,烤玉米","","0","",""
"10007931","Chateau De Kc法国餐厅","","广东","广州","guangzhou","4","海珠区","美食","10","西餐","g116","江湾桥南怡安路246-264号B6铺(近江湾路)","滨江路","020-84386382","早上10:30~晚上11:30","95","3.0","http://i2.dpfile.com/pc/d46c21ec0d741fb05b43905a0c08aadb/31027237_m.jpg","","法国菜,滨江路,无线上网,有下午茶,情侣约会,朋友聚餐,休闲小憩,可以刷卡,供应早餐,有午市套餐,有无烟区,有露天位","7","23.10782","113.27482","113.27482","23.10782","广州餐厅>>海珠区>>滨江路>>西餐>>法国菜>>Chateau De Kc法国餐厅","","","下午茶","","6.1","6.5","6.8","76","0","2","7","1","0","法式香煎鹅肝,蒜蓉法包,马赛海鲜炒饭,鸡尾酒,提拉米苏,法国顶级西冷牛扒,墨鱼汁意粉,顶级西冷,香煎深海大虾,心太软,浓情醉意心太软,深海大虾,鹅肝,法式早午餐,纽西兰顶级牛仔骨,香煎深海鲶鱼,小食拼盘,黑咖啡,法式海虾配秘制沙,罗马场,鲜榨橙汁,松露汤,法式牛尾汤,法国之巴黎恋情,布根地牛扒","","0","￥198 - 价值590元！ Chateau De Kc法国餐厅海陆空双人套餐","会员专享9折"
"10007938","仙芋世家(天山汇金店)","","上海","上海","shanghai","1","长宁区","美食","10","面包甜点","g117","天山路900号汇金百货B1楼(近娄山关路)","天山","18201888917,18817779817","每天 10: 00 -- 22: 00","16","5.0","http://i2.dpfile.com/pc/f7d04fbc2b9b4371f54dd1ed4b593564/41173513_m.jpg","","港台甜品,天山,可送外卖,随便吃吃,休闲小憩,可以刷卡,有下午茶,朋友聚餐,情侣约会","7","31.21148","121.40498","121.40498","31.21148","上海餐厅>>长宁区>>天山>>面包甜点>>港台甜品>>仙芋世家(天山汇金店)","","","外送","","9.0","8.7","9.0","183","80","45","28","6","1","招牌芋圆,招牌仙草,绵绵冰,招牌美人汤,芋泥1号,紫薯,豆花,仙草芋园,红豆遇上酒酿,奶酪一号,薏仁,经典芋圆,超级综合红茶,爆米花,哈密瓜绵绵冰,芋圆4号,芋圆招牌,绿茶芋圆","","1","￥10.8 - 价值18元！ 仙芋世家仙芋世家单品18选1",""
"10007940","松柏海鲜大排档","","辽宁","大连","dalian","19","中山区","美食","10","烧烤","g508","昆明街(李连贵熏肉大饼对面)","青泥洼桥","0411-84990662","24小时","49","0.0","http://i2.dpfile.com/pc/6117f248fd208e5d28c62a7e0ae5e6fc/39095974_m.jpg","","烧烤,青泥洼桥","7","38.91441","121.64023","121.64023","38.91441","大连餐厅>>中山区>>青泥洼桥>>烧烤>>松柏海鲜大排档","","","","","","","","6","0","0","2","0","0","白灼章鱼,牛筋肉,烤虾,锡纸金针菇,蒜泥扇贝,烤四头鲍","","0","",""
"10007972","晟隆汤包面馆","","上海","上海","shanghai","1","嘉定区","美食","10","小吃快餐","g112","墨玉南路1055号嘉亭荟城市生活广场内(近曹安公路)","安亭","","","16","3.0","http://i2.dpfile.com/pc/cb49a483171f7aaae712b8fb789d9adf/39926485_m.jpg","","面馆,安亭","7","31.28841","121.16072","121.16072","31.28841","上海餐厅>>嘉定区>>安亭>>小吃快餐>>面馆>>晟隆汤包面馆","","","","","6.1","6.3","6.5","10","0","3","5","1","0","菜肉大馄饨,辣肉酱,荷包蛋,小馄饨,汤包,菌菇汤包,炸酱面,香菇鸡仔面","","0","",""
"10008027","三个湖北人","","海南","三亚","sanya","345","三亚市区","美食","10","其他","g118","河东路555号凤凰水城31号(近三亚凯莱酒店)","三亚湾","","每天","52","0.0","http://i3.dpfile.com/pc/77a238844ffe48afcc3e33121ac94a3b/45029684_m.jpg","","其他中餐,三亚湾","7","18.28072","109.49405","109.49405","18.28072","三亚餐厅>>三亚市区>>三亚湾>>其他>>其他中餐>>三个湖北人","","","","","","","","9","3","4","0","0","2","大白刁,老街臭鳜鱼,铁板土豆片,红烧大白刁,热干面,藕夹,皮蛋豆腐,这一桌两百多,酸辣藕丁,酸溜土豆丝,清炒小白菜","","0","",""
"10008032","衢州农家菜","","浙江","宁波","ningbo","11","江东区","美食","10","宁波江浙","g101","江南公路568号欧宝大酒店1楼","体育中心","","","54","3.0","http://i2.dpfile.com/pc/05e299812016b24f72cc2964a013fe28/42513229_m.jpg","","农家菜,月湖公园","7","29.88798","121.61377","121.61377","29.88798","宁波餐厅>>江东区>>体育中心>>宁波江浙>>江浙菜>>衢州农家菜","","","","","6.7","6.8","6.8","5","1","2","0","0","0","青番茄,鸭头,炖黄鸭叫,炒三思,秋葵,野猪肉,红烧鱼头,黄鸭叫,鹅掌,豆腐汪刺鱼","","0","",""
"10008059","蜜菓蜜制鲜饮","","江苏","苏州","suzhou","6","平江区","美食","10","面包甜点","g117","邵磨针巷98号(人民商场南门对面)","观前街地区","15895441165","09:00--23:00","7","3.0","http://i1.dpfile.com/pc/1447d33e1e372387912f5ab50ecb0beb/32669757_m.jpg","","甜品饮料,观前街地区","7","31.3097","120.62389","120.62389","31.3097","苏州餐厅>>平江区>>观前街地区>>面包甜点>>甜品饮料>>蜜菓蜜制鲜饮","","","","","6.4","6.6","6.6","42","1","2","1","0","0","红豆布丁可可,柠檬探戈","","0","",""
"10008076","福顺兴汤包馆","","上海","上海","shanghai","1","闸北区","美食","10","小吃快餐","g112","临汾路1080号(近曲沃路)","彭浦新村","021-56320007","周一,周二,周三,周四,周五,周日 06:00 - 21:00","15","2.0","http://i1.dpfile.com/pc/c41c40490e6a889577b57119248deae0/28565646_m.jpg","","小笼,北新泾","7","31.31077","121.45177","121.45177","31.31077","上海餐厅>>闸北区>>彭浦新村>>小吃快餐>>小笼>>福顺兴汤包馆","","","","","5.9","6.2","6.1","8","0","1","3","0","0","鲜肉汤包","","0","",""
"10008090","香三荷","","上海","上海","shanghai","1","松江区","美食","10","小吃快餐","g112","松汇中路654号(一中对面)","松江镇","13917037397","每天 10: 00 -- 20: 00","14","0.0","http://i3.dpfile.com/pc/a92795e86e0d85cf87f1e39eabe4c854/28081592_m.jpg","","小吃快餐,松江镇,可送外卖","7","31.00489","121.23261","121.23261","31.00489","上海餐厅>>松江区>>松江镇>>小吃快餐>>香三荷","","","","","","","","5","2","3","0","0","0","糖醋排骨,炸鸡腿,黄瓜塞肉,炒刀豆,百叶包塞肉,番茄炒蛋,大咸肉,大碗骨头汤,炒三鲜,肉蒸蛋,凉拌黄瓜,番茄蛋花汤,油爆虾,韭黄炒蛋,10元套餐,扎肉,咖喱牛肉,腊鸡腿,清蒸鲈鱼,炒豆芽","","0","",""
"10008106","弄里食堂","","上海","上海","shanghai","1","虹口区","美食","10","小吃快餐","g112","西江湾路126号赚食馆美食街内(近花园路)","虹口足球场","13386055219,13501942448","每天 9: 00 -- 20: 00","20","3.5","http://i2.dpfile.com/pc/c24d9b5ec7be18567471e80db5049ce2/33065707_m.jpg","","快餐简餐,虹口足球场,可送外卖,有露天位,随便吃吃","7","31.26718","121.47854","121.47854","31.26718","上海餐厅>>虹口区>>虹口足球场>>小吃快餐>>快餐简餐>>弄里食堂","","","外送","","7.4","7.4","8.0","36","11","10","8","2","3","炸猪排,罗宋汤,肉丝炒面,咸肉菜饭,酸梅肉,鱼香肉丝盖浇饭,弄里红烧肉,元宝虾,弄里炒年糕,海鲜蛋炒饭,椒盐基围虾,椒盐排条,鱼香茄子,弄里蛋炒饭,美极杏鲍菇,鱼香肉丝,菜饭,团购套餐,排骨海带汤,糖醋排条,回锅肉,弄里冷泡茶","","0","",""
"10008120","k7Pizza","快去送","北京","北京","beijing","2","西城区","美食","10","西餐","g116","手帕口北街9号(近天虹百货)","广外大街","4008585727,63269447","AM10:00 - PM22:00","43","3.0","http://i3.dpfile.com/pc/996e3203f557ece6ca2cc67312bdaa56/40875983_m.jpg","","比萨,广外大街,可送外卖","7","39.89113","116.33932","116.33932","39.89113","北京餐厅>>西城区>>广外大街>>西餐>>比萨>>k7Pizza","","","外送","","6.1","6.3","6.5","19","1","2","1","0","0","土耳其披萨,美式腊肠,豪华至尊,香荤至尊,鸡肉BBQ,夏威夷,超级至尊,香荤至尊12寸,培根至尊,香浓芝士12寸,金枪鱼披萨","","0","",""
"10008210","品辣重庆老火锅","","上海","上海","shanghai","1","静安区","美食","10","火锅","g110","北京西路1068号食博汇2楼(近江宁路)","南京西路","021-62127880","中午11：00--次日凌晨5：00","109","4.5","http://i1.dpfile.com/pc/66f2515acad8fe033a4dd10b5aa11b8e/36535398_m.jpg","","火锅,南京西路,无线上网,可以刷卡,朋友聚餐,随便吃吃,免费停车,休闲小憩,供应夜宵,情侣约会,24小时营业,商务宴请","7","31.23081","121.45458","121.45458","31.23081","上海餐厅>>静安区>>南京西路>>火锅>>品辣重庆老火锅","","","夜宵,免费停车","","8.3","8.4","8.6","338","71","81","58","22","15","毛肚,麻辣鲶鱼片,鸳鸯牛油锅底,虾滑,雪花牛肉,热气羊肉,鸳鸯锅,鹅肠,自制手工虾丸,品辣鲶鱼片,鲜黄喉,杏鲍菇,秋葵,墨鱼滑,墨鱼蛋,麻辣牛油锅,金针菇,九宫格锅底,蔬菜拼盘,腰片,牛肝,鳝鱼,老油条,老豆腐,品辣黑鱼片","","0","￥78 - 价值100元！ 品辣重庆老火锅代金券",""
"10008212","小食牛道朝鲜酱汤牛排火锅","","上海","上海","shanghai","1","嘉定区","美食","10","火锅","g110","鹤旋路16号(近江桥万达)","江桥","021-69979968,13764046930","10:00-23:00","54","4.5","http://i1.dpfile.com/pc/9b6d9ca09ed11fc6f948868168619409/28245336_m.jpg","","火锅,江桥,无线上网,供应夜宵,免费停车,朋友聚餐,可以刷卡,可送外卖,家庭聚会,休闲小憩,情侣约会,有露天位","7","31.23886","121.32552","121.32552","31.23886","上海餐厅>>嘉定区>>江桥>>火锅>>火锅>>小食牛道朝鲜酱汤牛排火锅","","","","","8.5","8.1","8.5","172","48","44","33","3","5","牛排火锅,酱汤牛排,冰镇小龙虾,秘制酱汤牛排锅,精选进口牛排,大酱,小龙虾,冰镇龙虾","","0","￥98 - 价值202元！ 小食牛道朝鲜酱汤牛排火锅2-3人套餐;￥188 - 价值355元！ 小食牛道朝鲜酱汤牛排火锅3-4人套餐;￥258 - 价值405元！ 小食牛道朝鲜酱汤牛排火锅6-8人套餐;￥388 - 价值605元！ 小食牛道朝鲜酱汤牛排火锅6-8人套餐",""
"10008303","中意客手工披萨","Pizza Factory","江苏","无锡","wuxi","13","南长区","美食","10","西餐","g116","运河东路557号时代国际大厦C栋1楼(近无锡图书馆)","清扬路","18626322795,82735334","","29","4.0","http://i1.dpfile.com/pc/b701b4063feef9e4a343b1113e54006d/42483294_m.jpg","","比萨,清扬路,无线上网,可送外卖,休闲小憩,有下午茶,随便吃吃,供应早餐,情侣约会,可以刷卡","7","31.54635","120.30417","120.30417","31.54635","无锡餐厅>>南长区>>清扬路>>西餐>>比萨>>中意客手工披萨","","","","","8.1","8.0","8.3","35","19","8","5","0","1","经典肉粒至尊披萨,薯条,夏威夷披萨,金枪鱼披萨,番茄马苏里拉披萨,意式萨拉米披萨,提拉米苏,海盐雪梨茶,海盐奶绿,素什锦披萨","","0","￥8.8 - 价值10元！ 中意客手工披萨代金券;￥58 - 价值127元！ 中意客手工披萨双人披萨套餐;￥28 - 价值33元！ 中意客手工披萨提拉米苏加丝袜奶茶单人套餐;￥28 - 价值40元！ 中意客手工披萨大理石纹芝士蛋糕加蜂蜜柚子茶单人餐;￥87 - 价值100元！ 中意客手工披萨代金券;￥400 - 价值485元！ 中意客手工披萨静吧套餐“纯”爷们","消费满20元送一杯饮料"
"10008315","古道茶楼","古道茶香","上海","上海","shanghai","1","静安区","美食","10","其他","g118","胶州路609号恒森广场(近昌平路)","同乐坊","021-52919587","10：00~1：00","56","3.5","http://i2.dpfile.com/pc/81827b4e0946b1ca6705705e256292f6/29677645_m.jpg","","茶馆,同乐坊,无线上网,有下午茶,可以刷卡,朋友聚餐,随便吃吃,免费停车,家庭聚会,情侣约会","7","31.23513","121.43972","121.43972","31.23513","上海餐厅>>静安区>>同乐坊>>其他>>茶馆>>古道茶楼","","","","","7.0","7.5","7.5","28","3","10","8","5","0","闷烧鸡爪","","0","￥56 - 价值98元！ 古道茶楼7小时休闲自助茶餐",""
"10008404","拿渡麻辣香锅(回龙观店)","","北京","北京","beijing","2","昌平区","美食","10","川菜","g102","同城街华联4楼(回龙观地铁站对面)","回龙观","","每天 09:30 - 21:30","67","4.0","http://i1.dpfile.com/pc/9218a29066c1aee75a5cf91dd41c18aa/39977682_m.jpg","","香锅,回龙观,可以刷卡,休闲小憩,是老字号,家庭聚会,情侣约会,朋友聚餐,随便吃吃,商务宴请,免费停车,有下午茶","7","40.07159","116.33657","116.33657","40.07159","北京餐厅>>昌平区>>回龙观>>川菜>>香锅>>拿渡麻辣香锅(回龙观店)","","","","","7.6","7.9","7.7","43","7","10","15","0","0","麻辣香锅,豆浆不错,口水鸡","","1","",""
"10008411","MOMO's CAFE","","天津","天津","tianjin","10","和平区","美食","10","其他","g118","睦南道35号(近新华路)","五大道","022-23312519","11：00-22:00","30","4.0","http://i2.dpfile.com/pc/141080901cf11a7ed5d3af43a43e4418/39513364_m.jpg","","咖啡厅,五大道,无线上网,有下午茶,休闲小憩,有露天位,情侣约会,免费停车,朋友聚餐,有无烟区,随便吃吃,可以刷卡","7","39.11193","117.20948","117.20948","39.11193","天津餐厅>>和平区>>五大道>>其他>>咖啡厅>>MOMO's CAFE","","","下午茶","","8.1","8.3","8.4","79","20","10","5","1","1","拿铁咖啡,马卡龙,芒果华夫饼,拿铁,焦糖布丁,焦糖玛琪朵,盆栽奶茶,香草华夫,摩卡,蓝山咖啡,美式咖啡,布丁,龙舌兰日出,越南咖啡,风味拿铁,马天尼,蔓越莓沙冰,朗姆特饮,芒果奶昔,卡布奇诺,蓝莓苏打水,团购四人餐,抹茶缤纷乐,莫吉托,华夫饼","","0","",""
"10008429","Mr.Z Coffee","张先生的咖啡店","江苏","南京","nanjing","5","鼓楼区","美食","10","其他","g118","车站东巷8-1号(紫峰购物广场北侧)","南大/南师大","025-82210137","10：30-22：30","25","0.0","http://i1.dpfile.com/pc/26e1c614d690808d4e47146395f89f14/32703918_m.jpg","","咖啡厅,南大/南师大","7","32.0618","118.78294","118.78294","32.0618","南京餐厅>>鼓楼区>>南大/南师大>>其他>>咖啡厅>>Mr.Z Coffee","","","","","","","","5","4","0","0","0","1","卡布其诺,瑞士纯白巧克力,普洱茶,桂花酸梅汤,夏日特饮,曲奇冰沙","","0","",""
"10008448","法铁1号","","福建","厦门","xiamen","15","思明区","美食","10","西餐","g116","莲花南路9号冶金大厦1楼","莲花","0592-5588215,5588216","11:30-14:00，17:00-22:00","170","3.5","http://i3.dpfile.com/pc/71f5b2b4d3984ca6e278c1796a9837f9/31274930_m.jpg","","其他西餐,莲花,无线上网,免费停车,可以刷卡,家庭聚会,商务宴请,情侣约会,朋友聚餐,有表演,可自带酒水,有午市套餐","7","24.48264","118.12597","118.12597","24.48264","厦门餐厅>>思明区>>莲花>>西餐>>其他西餐>>法铁1号","","","","","7.2","7.8","7.4","39","7","5","7","0","5","蛋糕,雪花牛排,扇贝,焦糖布丁,巴黎红酒牛舌,鹅肝蒸蛋,煎小牛排,牛舌","","0","",""
"10008473","大龙燚火锅(玉林店)","","四川","成都","chengdu","8","武侯区","美食","10","火锅","g110","二环路南三段9号附3号(近玉林生活广场)","玉林","028-85226200","周一：中午不营业（节假日除外），下午4：00—凌晨05:00；周二至周日：每天上午11:00—凌晨05:00","77","4.0","http://i1.dpfile.com/pc/23c6ce89f1a9a40b45a3eacf5089b731/36718377_m.jpg","","其他火锅,玉林,无线上网,供应夜宵,朋友聚餐,可以刷卡,家庭聚会,是老字号","7","30.62035","104.05872","104.05872","30.62035","成都餐厅>>武侯区>>玉林>>火锅>>其他火锅>>大龙燚火锅(玉林店)","","","","","8.2","7.5","7.9","171","37","47","25","9","12","天味香肠,坨坨牛肉,毛肚,蛋炒饭,牛肉,麻辣牛肉,现炸酥肉,鸭肠,脑花,黄喉,山药,卤肥肠,嫩牛肉,通威鱼皮,午餐肉,大龙牛肝,锅低,黄喉儿,百香果汁,嫩肉片,莴笋片,苞谷耙,香油碟,无骨鸭蹼,五花肉","","1","",""
"10008506","鲜芋仙(七彩店)","","云南","昆明","kunming","267","盘龙区","美食","10","面包甜点","g117","白塔路七彩ME TOWN购物中心负一层-25","白塔路","","工作日","23","3.0","http://i1.dpfile.com/pc/27cdab6ae039fa4078f04982adbd1f97/40544127_m.jpg","","面包甜点,白塔路","7","25.03599","102.72679","102.72679","25.03599","昆明餐厅>>盘龙区>>白塔路>>面包甜点>>鲜芋仙(七彩店)","","","","","6.3","6.8","6.5","7","2","3","1","1","0","冬瓜柠檬茶,芋圆4号,芋圆3号,芋圆紫米粥,招牌芋园,豆浆冰沙2号,仙草鲜奶茶,绿豆豆花,芋园1号,红豆牛奶冰,椰香紫米粥,杏仁奶冻,仙草冻奶茶,芋圆","","1","",""
"10008510","猫的天空之城概念书店(万达广场店)","momi cafe","辽宁","大连","dalian","19","甘井子区","美食","10","其他","g118","黄浦路500号万达广场2楼2009号","高新园区","0411-39021780","早上10点到晚上10点","28","3.5","http://i3.dpfile.com/pc/90eca509fc191d8b223efa97776c2b96/32411378_m.jpg","","咖啡厅,高新园区,书店,明信片,无线上网,可以刷卡,休闲小憩,有下午茶,情侣约会,免费停车,随便吃吃","7","38.86208","121.5321","121.5321","38.86208","大连餐厅>>甘井子区>>高新园区>>其他>>咖啡厅>>猫的天空之城概念书店(万达广场店)","","","","","6.8","7.6","7.5","119","5","20","10","3","2","丝袜奶茶,明信片,咖啡,手工艺品,卡布奇诺,木糠布丁,美式","","1","￥14.5 - 价值30元！ 猫的天空之城概念书店经典套餐/纪念套餐2选1;￥24.5 - 价值50元！ 猫的天空之城概念书店纪念套餐",""
"10008593","叁可馡","","湖南","长沙","changsha","344","雨花区","美食","10","面包甜点","g117","桔园立交桥他城B42号铺(近铁道学院)","铁道/林科大","18073136035","每天 10: 30 -- 22: 30","12","0.0","http://i1.dpfile.com/pc/f34582de387be15355d7ecedb36340db/28121007_m.jpg","","甜品饮料,铁道/林科大","7","28.14562","112.99322","112.99322","28.14562","长沙餐厅>>雨花区>>铁道/林科大>>面包甜点>>甜品饮料>>叁可馡","","","","","","","","6","5","1","0","0","0","银耳枸杞粥,仙草,芋圆,杨枝金捞","","0","",""
"10008600","小叫天","小叫天泡椒活田鸡","福建","福州","fuzhou","14","台江区","美食","10","其他","g118","广达路73号金广达酒店楼下","茶亭世茂","0591-83312903,13599384112","","32","0.0","http://i3.dpfile.com/pc/b6b871587d8716922f03675f00a2d508/28489943_m.jpg","","其他中餐,茶亭世茂","7","26.06915","119.30824","119.30824","26.06915","福州餐厅>>台江区>>茶亭世茂>>其他>>其他中餐>>小叫天","","","","","","","","7","0","1","0","0","0","泡椒活田鸡！,葱油花蛤,小龙虾,泡椒活田鸡","","0","",""
"10008629","阿国碳烤羊腿(仙鹤街店)","","江苏","南京","nanjing","5","秦淮区","美食","10","小吃快餐","g112","仙鹤街36号","升州路/集庆路","18502509777","每天 10:00 - 24:00","135","0.0","http://i3.dpfile.com/pc/35f27a45e2024dd6ff6683b75ea71676/42327365_m.jpg","","烧烤,升州路/集庆路,供应夜宵","7","32.02089","118.77518","118.77518","32.02089","南京餐厅>>秦淮区>>升州路/集庆路>>小吃快餐>>烧烤>>阿国碳烤羊腿(仙鹤街店)","","","","","","","","14","0","1","0","0","1","羊腿,羊肉大串,羊油包腰,羊腰,鱿鱼须","","1","￥15.9 - 价值20元！ 阿国碳烤羊腿代金券1张;￥228 - 价值390元！ 阿国碳烤羊腿3-4人套餐;￥228 - 价值388元！ 阿国碳烤羊腿3-4人套餐;￥48 - 价值128元！ 阿国碳烤羊腿羊蝎子1份","会员专享9.5折"
"10008630","老港记甜品","","四川","成都","chengdu","8","郫县","美食","10","面包甜点","g117","郫县东大街(恒创?太平洋对面)","","18628143365","每天 09:30 - 21:00","27","0.0","http://i3.dpfile.com/pc/5e885fb915a94c4183b98e08edcba7d7/29124065_m.jpg","","面包糕点","7","30.79998","103.89668","103.89668","30.79998","成都餐厅>>郫县>>面包甜点>>面包糕点>>老港记甜品","","","","","","","","6","5","0","0","0","1","金菊柚子茶","","0","",""
"10008679","Maan coffee(万和汇店)","漫咖啡","辽宁","大连","dalian","19","金州新区","美食","10","其他","g118","开发区万和汇1楼","开发区","","","51","3.5","http://i1.dpfile.com/pc/44620f352c6e9f172c2d5c5b35758f91/45101466_m.jpg","","咖啡厅,开发区","7","39.05424","121.78266","121.78266","39.05424","大连餐厅>>金州新区>>开发区>>其他>>咖啡厅>>Maan coffee(万和汇店)","","","","","7.3","8.0","7.5","28","9","9","2","1","3","美式双份,华夫饼,韩式烤肉汉堡,蓝柠汽水,原味松饼,榛果拿铁,热巧克力,蓝莓冰激凌松饼,水果冰淇淋松饼","","1","",""
"10008696","真好味","","上海","上海","shanghai","1","杨浦区","美食","10","小吃快餐","g112","政通路1号(近国宾路)","五角场/大学区","","","12","0.0","http://i3.dpfile.com/pc/1e6423e80ae2c299324435b63c472ca4/42647885_m.jpg","","小吃快餐,五角场/大学区","7","31.12176","121.42211","121.42211","31.12176","上海餐厅>>杨浦区>>五角场/大学区>>小吃快餐>>真好味","","","","","","","","7","1","2","0","0","0","炒河粉,超超超辣味蛋炒饭,炒乌冬,营养蛋炒饭,炒粉丝","","0","",""
